############### GRAFO CARGADO #################
     1     2     3     4     5     6     7     8     9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99     100     101
Costo asociado:  890.6000000000004
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(44,1), (66,1), (82,1), (70,2), (63,2), (99,2), (47,1), (32,1), (50,1), (16,3), (78,3), (13,3), (53,2), (39,2), (46,2), (35,4), (71,4), (31,4), (91,3), (22,3), (21,3), (80,5), (12,5), (28,5), (84,4), (41,4), (74,4), (81,6), (97,6), (5,6), (61,5), (65,5), (57,5), (98,7), (48,7), (11,7), (77,6), (37,6), (34,6)]
################################ 12000 ####################################
Vertices:        [1, 50, 27, 101, 53, 58, 2, 73, 21, 72, 7, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 12, 77, 3, 79, 33, 81, 9, 71, 51, 30, 70, 31, 88, 74, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 96, 99, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 40, 26, 28, 76, 68, 80, 24, 29, 78, 34, 35, 65, 66, 20, 69]
Aristas:         [(1,50,6.32), (50,27,13.89), (27,101,5.0), (101,53,4.47), (53,58,5.1), (58,2,9.06), (2,73,9.0), (73,21,3.16), (21,72,4.47), (72,7,43.42), (7,22,47.17), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,12,9.22), (12,77,8.54), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,71,8.25), (71,51,12.81), (51,30,9.22), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,74,43.83), (74,82,46.01), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,96,3.16), (96,99,2.24), (99,93,2.83), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,40,10.0), (40,26,7.07), (26,28,8.06), (28,76,9.43), (76,68,7.62), (68,80,2.0), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,20,8.94), (20,69,19.7)]
Costo asociado:  907.0700000000002
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(61,1), (69,1), (88,1), (8,2), (96,2), (19,2), (27,1), (47,1), (25,1), (52,3), (76,3), (37,3), (66,2), (13,2), (45,2), (94,4), (100,4), (35,4), (5,3), (73,3), (64,3), (87,5), (101,5), (42,5), (3,4), (38,4), (49,4), (22,6), (15,6), (92,6), (23,5), (75,5), (98,5), (93,7), (68,7), (7,7), (6,6), (11,6), (74,6)]
################################ 12100 ####################################
Vertices:        [1, 50, 27, 101, 53, 58, 2, 73, 93, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 12, 77, 3, 79, 33, 81, 9, 71, 51, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 96, 99, 21, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 40, 26, 28, 76, 68, 80, 24, 29, 78, 34, 35, 65, 66, 20, 69]
Aristas:         [(1,50,6.32), (50,27,13.89), (27,101,5.0), (101,53,4.47), (53,58,5.1), (58,2,9.06), (2,73,9.0), (73,93,26.93), (93,72,30.08), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,12,9.22), (12,77,8.54), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,71,8.25), (71,51,12.81), (51,30,9.22), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,96,3.16), (96,99,2.24), (99,21,25.71), (21,85,29.07), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,40,10.0), (40,26,7.07), (26,28,8.06), (28,76,9.43), (76,68,7.62), (68,80,2.0), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,20,8.94), (20,69,19.7)]
Costo asociado:  843.6100000000004
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(58,1), (48,1), (12,1), (63,2), (77,2), (55,2), (72,1), (42,1), (80,1), (51,3), (98,3), (14,3), (88,2), (52,2), (56,2), (17,4), (83,4), (99,4), (91,3), (40,3), (46,3), (31,5), (36,5), (5,5), (49,4), (78,4), (70,4), (66,6), (79,6), (9,6), (13,5), (32,5), (4,5), (38,7), (84,7), (21,7), (69,6), (101,6), (93,6)]
################################ 12200 ####################################
Vertices:        [1, 50, 27, 101, 53, 58, 2, 73, 21, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 12, 77, 3, 79, 33, 81, 9, 71, 51, 30, 70, 31, 88, 7, 82, 48, 47, 36, 6, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 49, 94, 95, 97, 92, 59, 96, 99, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 40, 26, 28, 76, 68, 80, 24, 29, 78, 34, 35, 65, 66, 20, 69]
Aristas:         [(1,50,6.32), (50,27,13.89), (27,101,5.0), (101,53,4.47), (53,58,5.1), (58,2,9.06), (2,73,9.0), (73,21,3.16), (21,72,4.47), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,12,9.22), (12,77,8.54), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,71,8.25), (71,51,12.81), (51,30,9.22), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,6,37.8), (6,64,48.05), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,49,38.59), (49,94,45.62), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,96,3.16), (96,99,2.24), (99,93,2.83), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,40,10.0), (40,26,7.07), (26,28,8.06), (28,76,9.43), (76,68,7.62), (68,80,2.0), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,20,8.94), (20,69,19.7)]
Costo asociado:  885.2400000000002
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(4,1), (71,1), (73,1), (45,2), (23,2), (77,2), (31,1), (9,1), (15,1), (82,3), (18,3), (92,3), (75,2), (58,2), (63,2), (11,4), (27,4), (2,4), (52,3), (16,3), (37,3), (98,5), (68,5), (33,5), (21,4), (101,4), (54,4), (13,6), (83,6), (8,6), (86,5), (10,5), (93,5), (94,7), (96,7), (6,7), (29,6), (81,6), (49,6)]
################################ 12300 ####################################
Vertices:        [1, 50, 27, 101, 53, 58, 2, 73, 21, 72, 74, 22, 75, 56, 39, 83, 67, 25, 55, 4, 54, 12, 77, 3, 79, 33, 81, 9, 71, 51, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 23, 18, 52, 89, 6, 94, 95, 97, 92, 59, 96, 99, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 40, 26, 28, 76, 68, 80, 24, 29, 78, 34, 35, 65, 66, 20, 69]
Aristas:         [(1,50,6.32), (50,27,13.89), (27,101,5.0), (101,53,4.47), (53,58,5.1), (58,2,9.06), (2,73,9.0), (73,21,3.16), (21,72,4.47), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,83,52.35), (83,67,61.91), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,12,9.22), (12,77,8.54), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,71,8.25), (71,51,12.81), (51,30,9.22), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,23,47.8), (23,18,49.5), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,96,3.16), (96,99,2.24), (99,93,2.83), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,40,10.0), (40,26,7.07), (26,28,8.06), (28,76,9.43), (76,68,7.62), (68,80,2.0), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,20,8.94), (20,69,19.7)]
Costo asociado:  925.1200000000001
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(54,1), (13,1), (97,1), (58,2), (27,2), (55,2), (21,1), (6,1), (84,1), (53,3), (79,3), (76,3), (35,2), (73,2), (96,2), (77,4), (87,4), (90,4), (41,3), (44,3), (78,3), (25,5), (15,5), (51,5), (30,4), (12,4), (19,4), (93,6), (64,6), (82,6), (2,5), (94,5), (38,5), (9,7), (92,7), (23,7), (29,6), (52,6), (83,6)]
################################ 12400 ####################################
Vertices:        [1, 50, 27, 101, 53, 58, 2, 73, 21, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 12, 77, 3, 79, 33, 81, 9, 71, 6, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 51, 94, 95, 97, 92, 59, 96, 99, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 40, 26, 28, 76, 68, 80, 24, 29, 78, 34, 35, 65, 66, 20, 69]
Aristas:         [(1,50,6.32), (50,27,13.89), (27,101,5.0), (101,53,4.47), (53,58,5.1), (58,2,9.06), (2,73,9.0), (73,21,3.16), (21,72,4.47), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,12,9.22), (12,77,8.54), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,71,8.25), (71,6,49.68), (6,30,33.54), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,51,32.53), (51,94,38.6), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,96,3.16), (96,99,2.24), (99,93,2.83), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,40,10.0), (40,26,7.07), (26,28,8.06), (28,76,9.43), (76,68,7.62), (68,80,2.0), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,20,8.94), (20,69,19.7)]
Costo asociado:  869.1700000000002
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(14,1), (46,1), (57,1), (97,2), (60,2), (89,2), (30,1), (73,1), (85,1), (47,3), (9,3), (27,3), (82,2), (58,2), (78,2), (38,4), (64,4), (84,4), (93,3), (31,3), (28,3), (74,5), (26,5), (12,5), (5,4), (75,4), (24,4), (88,6), (20,6), (16,6), (42,5), (94,5), (91,5), (36,7), (80,7), (6,7), (83,6), (8,6), (51,6)]
################################ 12500 ####################################
Vertices:        [1, 50, 27, 101, 53, 58, 2, 73, 21, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 12, 77, 3, 79, 33, 81, 9, 71, 51, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 66, 89, 6, 94, 95, 97, 92, 59, 96, 99, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 40, 26, 28, 76, 68, 80, 24, 29, 78, 34, 35, 65, 52, 20, 69]
Aristas:         [(1,50,6.32), (50,27,13.89), (27,101,5.0), (101,53,4.47), (53,58,5.1), (58,2,9.06), (2,73,9.0), (73,21,3.16), (21,72,4.47), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,12,9.22), (12,77,8.54), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,71,8.25), (71,51,12.81), (51,30,9.22), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,66,43.93), (66,89,44.42), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,96,3.16), (96,99,2.24), (99,93,2.83), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,40,10.0), (40,26,7.07), (26,28,8.06), (28,76,9.43), (76,68,7.62), (68,80,2.0), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,52,48.8), (52,20,28.43), (20,69,19.7)]
Costo asociado:  872.4700000000003
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(84,1), (15,1), (50,1), (32,2), (23,2), (70,2), (80,1), (98,1), (30,1), (12,3), (83,3), (53,3), (37,2), (21,2), (82,2), (101,4), (78,4), (26,4), (41,3), (44,3), (16,3), (47,5), (20,5), (2,5), (6,4), (63,4), (27,4), (75,6), (69,6), (59,6), (17,5), (51,5), (91,5), (33,7), (48,7), (66,7), (74,6), (99,6), (52,6)]
################################ 12600 ####################################
Vertices:        [1, 50, 27, 101, 53, 58, 2, 73, 21, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 12, 77, 3, 79, 33, 81, 9, 36, 51, 30, 70, 31, 88, 7, 82, 48, 47, 71, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 96, 99, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 40, 26, 28, 76, 68, 80, 24, 29, 78, 34, 35, 65, 66, 20, 69]
Aristas:         [(1,50,6.32), (50,27,13.89), (27,101,5.0), (101,53,4.47), (53,58,5.1), (58,2,9.06), (2,73,9.0), (73,21,3.16), (21,72,4.47), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,12,9.22), (12,77,8.54), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,36,53.0), (36,51,47.04), (51,30,9.22), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,71,50.45), (71,49,51.0), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,96,3.16), (96,99,2.24), (99,93,2.83), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,40,10.0), (40,26,7.07), (26,28,8.06), (28,76,9.43), (76,68,7.62), (68,80,2.0), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,20,8.94), (20,69,19.7)]
Costo asociado:  909.3900000000001
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(5,1), (79,1), (42,1), (4,2), (58,2), (61,2), (90,1), (22,1), (55,1), (50,3), (54,3), (84,3), (81,2), (41,2), (23,2), (68,4), (45,4), (33,4), (52,3), (76,3), (62,3), (27,5), (11,5), (37,5), (59,4), (6,4), (101,4), (2,6), (89,6), (25,6), (47,5), (48,5), (28,5), (12,7), (7,7), (71,7), (57,6), (16,6), (36,6)]
################################ 12700 ####################################
Vertices:        [1, 50, 27, 101, 53, 58, 2, 73, 21, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 12, 77, 3, 79, 5, 81, 9, 71, 51, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 33, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 96, 99, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 40, 26, 28, 76, 68, 80, 24, 29, 78, 34, 35, 65, 66, 20, 69]
Aristas:         [(1,50,6.32), (50,27,13.89), (27,101,5.0), (101,53,4.47), (53,58,5.1), (58,2,9.06), (2,73,9.0), (73,21,3.16), (21,72,4.47), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,12,9.22), (12,77,8.54), (77,3,2.83), (3,79,3.61), (79,5,45.69), (5,81,46.65), (81,9,6.0), (9,71,8.25), (71,51,12.81), (51,30,9.22), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,33,46.96), (33,60,40.25), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,96,3.16), (96,99,2.24), (99,93,2.83), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,40,10.0), (40,26,7.07), (26,28,8.06), (28,76,9.43), (76,68,7.62), (68,80,2.0), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,20,8.94), (20,69,19.7)]
Costo asociado:  907.5800000000002
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(13,1), (57,1), (38,1), (49,2), (73,2), (63,2), (15,1), (75,1), (96,1), (11,3), (31,3), (7,3), (60,2), (44,2), (48,2), (26,4), (24,4), (74,4), (18,3), (99,3), (98,3), (101,5), (71,5), (95,5), (51,4), (25,4), (97,4), (65,6), (4,6), (6,6), (16,5), (84,5), (58,5), (27,7), (68,7), (5,7), (72,6), (9,6), (33,6)]
################################ 12800 ####################################
Vertices:        [1, 50, 27, 101, 53, 58, 2, 73, 21, 72, 74, 22, 75, 56, 82, 23, 67, 25, 55, 4, 54, 12, 77, 3, 79, 33, 81, 9, 71, 51, 30, 70, 31, 88, 7, 39, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 96, 99, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 40, 26, 28, 76, 68, 80, 24, 29, 78, 34, 35, 65, 66, 20, 69]
Aristas:         [(1,50,6.32), (50,27,13.89), (27,101,5.0), (101,53,4.47), (53,58,5.1), (58,2,9.06), (2,73,9.0), (73,21,3.16), (21,72,4.47), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,82,51.66), (82,23,58.0), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,12,9.22), (12,77,8.54), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,71,8.25), (71,51,12.81), (51,30,9.22), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,39,55.17), (39,48,61.72), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,96,3.16), (96,99,2.24), (99,93,2.83), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,40,10.0), (40,26,7.07), (26,28,8.06), (28,76,9.43), (76,68,7.62), (68,80,2.0), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,20,8.94), (20,69,19.7)]
Costo asociado:  944.8400000000001
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(67,1), (22,1), (49,1), (76,2), (97,2), (8,2), (58,1), (31,1), (52,1), (21,3), (68,3), (17,3), (83,2), (78,2), (73,2), (55,4), (84,4), (57,4), (62,3), (90,3), (77,3), (35,5), (64,5), (16,5), (14,4), (40,4), (86,4), (91,6), (100,6), (74,6), (88,5), (70,5), (12,5), (89,7), (59,7), (82,7), (2,6), (63,6), (39,6)]
################################ 12900 ####################################
